timestamp,open,high,low,close,volume,vwap,vwap_std,vwap_sd1_upper,vwap_sd1_lower,vwap_sd2_upper,vwap_sd2_lower,atr,volume_avg,volume_ratio,delta,delta_direction,delta_flip
2025-09-24 18:00:00.676670,650.0,678.28,639.91,664.12,7750,660.77,,,,,,38.370000000000005,7750.0,1.0,14.120000000000005,POSITIVE,True
2025-09-24 22:00:00.676670,664.12,705.25,659.39,662.01,8261,668.3958559740179,10.451038225937154,678.846894199955,657.9448177480807,689.2979324258922,647.4937795221435,42.11500000000001,8005.5,1.031915558053838,-2.1100000000000136,NEGATIVE,True
2025-09-25 02:00:00.676670,662.01,672.31,642.71,646.04,1869,666.8583014541387,11.15517335555986,678.0134748096986,655.7031280985788,689.1686481652583,644.547954743019,37.94333333333331,5960.0,0.31359060402684563,-15.970000000000027,NEGATIVE,False
2025-09-25 06:00:00.676670,646.04,647.26,625.49,639.49,7478,658.1750665141835,15.841369773359144,674.0164362875427,642.3336967408244,689.8578060609018,626.4923269674653,33.89999999999998,6339.5,1.179588295606909,-6.5499999999999545,NEGATIVE,False
2025-09-25 10:00:00.676670,639.49,654.92,541.31,642.81,6363,649.1159539947248,23.92969064665161,673.0456446413764,625.1862633480732,696.9753352880281,601.2565727014215,49.841999999999985,6344.2,1.0029633365909019,3.3199999999999363,POSITIVE,True
2025-09-25 14:00:00.676670,642.81,662.63,636.01,650.42,5389,649.1988311326686,21.413330946450696,670.6121620791193,627.7855001862179,692.02549302557,606.3721692397672,45.97166666666666,6185.0,0.871301535974131,7.610000000000014,POSITIVE,False
2025-09-25 18:00:00.676670,650.42,655.11,642.3,646.77,4277,646.3880174609309,20.550630782425063,666.9386482433559,625.8373866785058,687.489279025781,605.2867558960808,41.23428571428571,5912.428571428572,0.723391403097591,-3.6499999999999773,NEGATIVE,True
2025-09-25 22:00:00.676670,646.77,657.71,619.68,630.02,13586,636.5140208408192,14.81750982477858,651.3315306655977,621.6965110160406,666.1490404903764,606.879001191262,40.83375000000001,6871.625,1.9771160387826752,-16.75,NEGATIVE,False
2025-09-26 02:00:00.676670,630.02,656.02,603.02,644.09,1106,635.6119137499236,13.15221395248172,648.7641277024053,622.4596997974419,661.916341654887,609.3074858449602,42.18555555555557,6231.0,0.1774995987802921,14.07000000000005,POSITIVE,True
2025-09-26 06:00:00.676670,644.09,666.76,611.41,633.73,7529,635.5920074945533,13.150535434811209,648.7425429293645,622.4414720597421,661.8930783641757,609.2909366249309,43.50200000000001,6360.8,1.1836561438812727,-10.360000000000014,NEGATIVE,True
2025-09-26 10:00:00.676670,633.73,635.32,608.46,631.11,11040,636.205317088701,9.223675996526053,645.428993085227,626.981641092175,654.6526690817531,617.757965095649,42.35100000000001,6689.8,1.6502735507787976,-2.6200000000000045,NEGATIVE,False
2025-09-26 14:00:00.676670,631.11,647.14,613.3,629.68,8397,633.4966818330249,7.773989513947492,641.2706713469724,625.7226923190774,649.0446608609199,617.94870280513,41.149000000000015,6703.4,1.252647910015813,-1.4300000000000637,NEGATIVE,False
2025-09-26 18:00:00.676670,629.68,636.49,626.87,628.74,5046,631.8608611682084,4.539092134712719,636.3999533029212,627.3217690334957,640.9390454376339,622.7826768987829,39.151000000000025,7021.1,0.7186908034353591,-0.9399999999999409,NEGATIVE,False
2025-09-26 22:00:00.676670,628.74,685.39,616.15,645.77,5929,633.1072614199982,8.32283216130112,641.4300935812993,624.7844292586971,649.7529257426004,616.461597097396,43.898000000000025,6866.2,0.8635052867670618,17.029999999999973,POSITIVE,True
2025-09-27 02:00:00.676670,645.77,654.47,631.82,637.72,1496,633.3838348927827,8.78860105582916,642.1724359486119,624.5952338369535,650.961037004441,615.8066327811244,34.80200000000002,6379.5,0.23450113645270004,-8.049999999999955,NEGATIVE,True
2025-09-27 06:00:00.676670,637.72,646.42,600.5,624.21,4475,631.3835815261708,9.931652355903408,641.3152338820743,621.4519291702674,651.2468862379776,611.520276814364,36.73200000000001,6288.1,0.7116617102145322,-13.509999999999991,NEGATIVE,False
2025-09-27 10:00:00.676670,624.21,640.42,608.53,617.23,9460,630.8858789951058,10.475427490614168,641.36130648572,620.4104515044917,651.8367339763341,609.9350240138775,38.64000000000001,6806.4,1.3898683591913494,-6.980000000000018,NEGATIVE,False
2025-09-27 14:00:00.676670,617.23,646.9,609.3,629.99,14562,630.2929512465013,10.558406024480297,640.8513572709816,619.734545222021,651.4097632954619,609.1761391975407,38.597,6904.0,2.109212050984936,12.759999999999991,POSITIVE,True
2025-09-29 18:00:00.676670,629.99,645.4,622.69,624.51,4227,630.3021949903275,10.552604242380191,640.8547992327077,619.7495907479473,651.4074034750879,609.1969865055671,35.568,7216.1,0.5857734787489086,-5.480000000000018,NEGATIVE,True
2025-09-29 22:00:00.676670,624.51,655.39,590.88,644.52,10735,627.8132809846884,6.81215895510623,634.6254399397947,621.0011220295821,641.4375988949008,614.188963074476,36.483999999999995,7536.7,1.4243634481935066,20.00999999999999,POSITIVE,True
2025-09-30 02:00:00.676670,644.52,650.42,620.33,636.97,2811,627.8677335926806,5.059481491513451,632.927215084194,622.8082521011671,637.9866965757075,617.7487706096537,36.80699999999998,6713.8,0.4186898626709166,-7.5499999999999545,NEGATIVE,True
2025-09-30 06:00:00.676670,636.97,669.74,617.51,622.13,4017,629.0272767688232,5.273228261349981,634.3005050301732,623.7540485074732,639.5737332915231,618.4808202461232,38.64599999999998,6275.8,0.6400777590108034,-14.840000000000032,NEGATIVE,False
2025-09-30 10:00:00.676670,622.13,634.43,551.4,596.53,17544,618.8873252807876,15.957326658124131,634.8446519389117,602.9299986226636,650.8019785970359,586.9726719645394,45.98699999999998,7525.6,2.331242691612629,-25.600000000000023,NEGATIVE,False
2025-09-30 14:00:00.676670,596.53,639.9,577.14,594.13,9574,612.9883090019357,18.224410979660284,631.212719981596,594.7638980222754,649.4371309612562,576.5394870426152,45.33899999999998,7890.1,1.213419348297233,-2.3999999999999773,NEGATIVE,False
2025-09-30 18:00:00.676670,594.13,616.32,587.04,614.61,7184,610.5618620778304,18.599644132398353,629.1615062102287,591.962217945432,647.761150342627,573.3625738130337,46.00199999999999,8458.9,0.8492830037002448,20.480000000000018,POSITIVE,True
2025-09-30 22:00:00.676670,614.61,649.13,597.04,617.29,11813,608.9303292219935,17.724500640722507,626.6548298627159,591.205828581271,644.3793305034385,573.4813279405485,46.61899999999999,9192.7,1.2850413915389385,2.67999999999995,POSITIVE,False
2025-10-01 02:00:00.676670,617.29,619.32,607.51,619.02,1592,607.6598067950404,14.922763037275606,622.5825698323159,592.7370437577648,637.5053328695916,577.8142807204891,44.611000000000004,8405.9,0.18939078504383827,1.7300000000000182,POSITIVE,False
2025-10-01 06:00:00.676670,619.02,652.26,604.9,630.02,5724,607.7871547728223,12.717994731875482,620.5051495046978,595.0691600409468,633.2231442365733,582.3511653090713,45.587,7522.1,0.7609577112774358,11.0,POSITIVE,False
2025-10-01 10:00:00.676670,630.02,645.2,611.46,624.27,7000,616.510151172461,10.608098513592472,627.1182496860534,605.9020526588685,637.7263481996459,595.293954145276,46.69000000000001,7799.4,0.8975049362771496,-5.75,NEGATIVE,True
2025-10-01 14:00:00.676670,624.27,635.02,594.51,615.48,13718,618.6736277490733,8.584489544565145,627.2581172936384,610.0891382045081,635.8426068382036,601.504648659943,44.290000000000006,8097.7,1.6940612766588043,-8.789999999999964,NEGATIVE,False
2025-10-01 18:00:00.676670,615.48,634.55,587.59,628.41,6091,620.415354971193,6.100881417801964,626.5162363889949,614.314473553391,632.617117806797,608.213592135589,45.97700000000001,8425.7,0.7229072955362759,12.92999999999995,POSITIVE,True
2025-10-01 22:00:00.676670,628.41,647.57,615.93,625.95,14424,623.0289367443202,7.157334621833437,630.1862713661536,615.8716021224867,637.3436059879871,608.7142675006532,43.91800000000002,9466.4,1.5237048930955803,-2.4599999999999227,NEGATIVE,True
2025-10-02 02:00:00.676670,625.95,632.69,623.14,630.36,3232,623.6417570251118,6.659483602491824,630.3012406276036,616.98227342262,636.9607242300955,610.3227898201282,36.57000000000003,8035.2,0.4022301871764237,4.409999999999968,POSITIVE,True
2025-10-02 06:00:00.676670,630.36,648.64,623.23,638.23,5391,624.4316913377193,8.264337418266992,632.6960287559863,616.1673539194522,640.9603661742533,607.9030165011852,32.83500000000002,7616.9,0.7077682521760822,7.8700000000000045,POSITIVE,False
2025-10-02 10:00:00.676670,638.23,651.45,594.07,607.29,16416,622.2399456179421,8.83622001050673,631.0761656284488,613.4037256074354,639.9123856389556,604.5675055969286,35.64500000000002,8540.1,1.9222257350616503,-30.940000000000055,NEGATIVE,True
2025-10-02 14:00:00.676670,607.29,620.31,604.72,612.56,9994,622.28010279398,9.386960163498983,631.667062957479,612.893142630481,641.054023120978,603.506182466982,31.995000000000005,8358.2,1.1957119954057092,5.269999999999982,POSITIVE,True
2025-10-02 18:00:00.676670,612.56,677.32,577.84,635.22,4179,623.5081128346633,9.004927210926171,632.5130400455895,614.5031856237371,641.5179672565156,605.498258412811,40.762,8616.9,0.48497719597535077,22.660000000000082,POSITIVE,False
2025-10-02 22:00:00.676670,635.22,681.63,610.96,660.05,8334,626.3921141631262,13.707011141910096,640.0991253050363,612.685103021216,653.8061364469463,598.978091879306,43.092999999999996,8877.9,0.9387355117764337,24.829999999999927,POSITIVE,False
2025-10-03 02:00:00.676670,660.05,667.42,636.31,642.58,1895,627.1462972581099,15.786637211402745,642.9329344695127,611.3596600467072,658.7195716809155,595.5730228353044,42.83,8367.4,0.22647417357841146,-17.469999999999914,NEGATIVE,True
2025-10-03 06:00:00.676670,642.58,664.32,599.7,610.2,6834,625.7203624192059,15.945190114193702,641.6655525333996,609.7751723050122,657.6107426475933,593.8299821908186,45.241,7679.0,0.8899596301601771,-32.379999999999995,NEGATIVE,False
