timestamp,open,high,low,close,volume
2026-03-01 18:00:00,6820.0,6838.5,6811.25,6816.75,54116
2026-03-01 19:00:00,6817.0,6831.5,6809.25,6829.75,30605
2026-03-01 20:00:00,6829.5,6857.0,6829.0,6849.75,33830
2026-03-01 21:00:00,6849.75,6853.0,6835.0,6840.0,16489
2026-03-01 22:00:00,6840.25,6843.25,6835.0,6836.75,9018
2026-03-01 23:00:00,6837.0,6844.25,6827.25,6830.5,14755
2026-03-02 00:00:00,6830.5,6833.0,6814.5,6815.25,11001
2026-03-02 01:00:00,6815.25,6820.25,6787.0,6798.5,22889
2026-03-02 02:00:00,6798.5,6801.75,6782.25,6784.5,29012
2026-03-02 03:00:00,6784.75,6800.25,6768.5,6792.25,47678
2026-03-02 04:00:00,6792.0,6817.75,6789.25,6812.5,36357
2026-03-02 05:00:00,6812.25,6826.5,6812.0,6818.75,26966
2026-03-02 06:00:00,6819.0,6831.5,6812.5,6820.0,22351
2026-03-02 07:00:00,6819.5,6824.25,6805.0,6811.25,30488
2026-03-02 08:00:00,6811.25,6833.25,6804.25,6807.5,44062
2026-03-02 09:00:00,6807.75,6858.0,6802.25,6853.75,245633
2026-03-02 10:00:00,6853.75,6877.75,6843.75,6866.0,255694
2026-03-02 11:00:00,6866.0,6894.5,6853.25,6887.0,200045
2026-03-02 12:00:00,6887.0,6897.75,6881.5,6896.75,100486
2026-03-02 13:00:00,6896.75,6898.75,6876.25,6877.0,88366
2026-03-02 14:00:00,6876.75,6911.25,6876.0,6906.5,119657
2026-03-02 15:00:00,6906.75,6908.0,6872.75,6887.25,283604
2026-03-02 16:00:00,6887.0,6888.25,6878.5,6884.5,49871
2026-03-02 18:00:00,6883.5,6886.0,6870.75,6877.0,10781
2026-03-02 19:00:00,6877.0,6879.75,6866.0,6867.25,9269
2026-03-02 20:00:00,6867.25,6875.5,6853.25,6854.25,17120
2026-03-02 21:00:00,6854.25,6855.75,6840.0,6850.5,23930
2026-03-02 22:00:00,6850.5,6855.75,6841.75,6848.75,12685
2026-03-02 23:00:00,6848.75,6852.0,6834.5,6837.5,11260
2026-03-03 00:00:00,6837.75,6841.75,6828.75,6831.0,18988
2026-03-03 01:00:00,6831.25,6836.75,6824.5,6827.75,18178
2026-03-03 02:00:00,6827.75,6830.75,6812.25,6814.0,18663
2026-03-03 03:00:00,6813.75,6816.25,6775.75,6777.75,54921
2026-03-03 04:00:00,6777.75,6794.5,6766.25,6767.75,49398
2026-03-03 05:00:00,6767.75,6773.75,6751.0,6764.25,55069
2026-03-03 06:00:00,6763.75,6780.0,6742.75,6773.75,52122
2026-03-03 07:00:00,6773.75,6801.0,6771.5,6793.0,54199
2026-03-03 08:00:00,6793.5,6795.5,6759.25,6768.75,64058
2026-03-03 09:00:00,6769.0,6794.0,6741.5,6746.25,289018
2026-03-03 10:00:00,6746.25,6762.0,6718.75,6741.75,330143
2026-03-03 11:00:00,6742.0,6807.75,6739.75,6798.75,290974
2026-03-03 12:00:00,6798.5,6808.0,6783.75,6797.25,165447
2026-03-03 13:00:00,6797.0,6842.75,6797.0,6836.25,189893
2026-03-03 14:00:00,6836.25,6849.75,6816.0,6836.0,190979
2026-03-03 15:00:00,6836.0,6843.25,6815.25,6826.0,211639
2026-03-03 16:00:00,6825.75,6826.5,6809.75,6814.0,46075
2026-03-03 18:00:00,6813.25,6824.75,6805.5,6810.5,12745
2026-03-03 19:00:00,6811.0,6833.0,6806.0,6821.0,22997
2026-03-03 20:00:00,6821.0,6826.25,6795.25,6806.75,26884
2026-03-03 21:00:00,6807.0,6812.5,6787.75,6799.75,20517
2026-03-03 22:00:00,6799.75,6800.0,6777.5,6793.5,19258
2026-03-03 23:00:00,6793.25,6802.0,6786.75,6792.0,13058
2026-03-04 00:00:00,6792.5,6798.25,6780.25,6788.5,12987
2026-03-04 01:00:00,6788.5,6795.0,6773.5,6790.75,15947
2026-03-04 02:00:00,6790.5,6812.25,6782.5,6807.25,17378
2026-03-04 03:00:00,6807.5,6813.0,6795.25,6803.5,27415
2026-03-04 04:00:00,6803.75,6826.5,6797.0,6825.0,25155
2026-03-04 05:00:00,6825.0,6848.5,6821.75,6842.75,50298
2026-03-04 06:00:00,6843.0,6855.0,6832.25,6832.5,30588
2026-03-04 07:00:00,6832.75,6843.0,6813.0,6827.75,37513
2026-03-04 08:00:00,6827.75,6856.75,6827.0,6848.25,58933
2026-03-04 09:00:00,6847.75,6857.75,6817.75,6836.25,183328
2026-03-04 10:00:00,6836.25,6886.25,6831.0,6881.0,235062
2026-03-04 11:00:00,6881.25,6889.75,6864.25,6880.5,173503
2026-03-04 12:00:00,6880.75,6887.25,6868.5,6885.0,100674
2026-03-04 13:00:00,6885.0,6891.75,6876.5,6888.5,88480
2026-03-04 14:00:00,6888.5,6894.0,6886.75,6891.25,72687
2026-03-04 15:00:00,6891.0,6893.0,6873.0,6873.0,189580
2026-03-04 16:00:00,6873.0,6882.25,6866.0,6879.0,57457
2026-03-04 18:00:00,6883.25,6889.25,6878.25,6885.5,10532
2026-03-04 19:00:00,6885.25,6900.75,6883.75,6892.5,15707
2026-03-04 20:00:00,6892.5,6893.25,6857.25,6863.5,26164
2026-03-04 21:00:00,6863.5,6873.0,6857.25,6865.5,15969
2026-03-04 22:00:00,6865.5,6868.25,6850.25,6856.75,14916
2026-03-04 23:00:00,6856.25,6869.5,6853.25,6868.5,9308
2026-03-05 00:00:00,6868.5,6869.0,6854.0,6854.5,6924
2026-03-05 01:00:00,6854.5,6867.0,6844.5,6866.75,16345
2026-03-05 02:00:00,6866.75,6868.25,6855.5,6863.25,13081
2026-03-05 03:00:00,6863.25,6864.25,6840.5,6858.0,26296
2026-03-05 04:00:00,6857.75,6894.0,6856.25,6871.5,48494
2026-03-05 05:00:00,6871.75,6878.0,6865.0,6869.75,14493
2026-03-05 06:00:00,6870.0,6880.5,6865.5,6867.0,16170
2026-03-05 07:00:00,6867.25,6880.75,6856.5,6862.75,23862
2026-03-05 08:00:00,6863.0,6864.5,6842.75,6844.5,36824
2026-03-05 09:00:00,6844.75,6873.0,6835.75,6872.75,197719
2026-03-05 10:00:00,6872.5,6877.5,6814.25,6842.75,257080
2026-03-05 11:00:00,6843.0,6845.25,6811.0,6831.75,186179
2026-03-05 12:00:00,6832.0,6845.75,6781.0,6785.75,223874
2026-03-05 13:00:00,6785.5,6803.75,6779.25,6787.25,167496
2026-03-05 14:00:00,6787.25,6799.25,6777.0,6791.75,138358
2026-03-05 15:00:00,6791.75,6839.0,6784.75,6835.0,305148
2026-03-05 16:00:00,6835.0,6835.5,6821.5,6824.75,52078
2026-03-05 18:00:00,6826.0,6843.0,6822.25,6841.0,10301
2026-03-05 19:00:00,6841.0,6850.25,6840.75,6842.75,10561
2026-03-05 20:00:00,6842.25,6845.75,6833.25,6839.0,12035
2026-03-05 21:00:00,6839.0,6847.5,6836.5,6836.75,8147
2026-03-05 22:00:00,6836.75,6848.0,6836.75,6847.25,6031
2026-03-05 23:00:00,6847.25,6853.0,6843.5,6847.25,5668
2026-03-06 00:00:00,6847.25,6854.0,6845.5,6847.25,5989
2026-03-06 01:00:00,6847.5,6850.75,6842.25,6843.75,5911
2026-03-06 02:00:00,6843.75,6850.5,6840.25,6847.5,7046
2026-03-06 03:00:00,6847.5,6848.0,6829.25,6837.75,19077
2026-03-06 04:00:00,6838.0,6840.25,6798.5,6805.5,33716
2026-03-06 05:00:00,6805.75,6822.25,6805.0,6814.75,21951
2026-03-06 06:00:00,6814.75,6817.75,6789.25,6793.75,32910
2026-03-06 07:00:00,6793.75,6802.25,6783.75,6789.75,39511
2026-03-06 08:00:00,6789.5,6805.5,6738.25,6745.0,111304
2026-03-06 09:00:00,6745.0,6759.25,6715.75,6727.25,281979
2026-03-06 10:00:00,6727.5,6778.0,6726.0,6768.0,270193
2026-03-06 11:00:00,6768.0,6779.0,6752.75,6768.5,182344
2026-03-06 12:00:00,6768.75,6777.5,6739.0,6749.5,135494
2026-03-06 13:00:00,6749.75,6780.5,6748.25,6759.0,145558
2026-03-06 14:00:00,6759.25,6775.25,6756.5,6768.75,113323
2026-03-06 15:00:00,6768.5,6778.75,6729.25,6742.5,285560
2026-03-06 16:00:00,6742.25,6745.25,6730.0,6740.0,74465
2026-03-08 18:00:00,6685.5,6693.0,6612.0,6641.0,64412
2026-03-08 19:00:00,6641.0,6646.75,6620.25,6628.25,29087
2026-03-08 20:00:00,6628.5,6637.75,6613.0,6619.0,34232
2026-03-08 21:00:00,6619.5,6623.0,6589.75,6590.75,39833
2026-03-08 22:00:00,6591.0,6608.75,6584.5,6603.5,32731
2026-03-08 23:00:00,6603.5,6614.5,6602.75,6609.25,24660
2026-03-09 00:00:00,6609.5,6621.0,6609.5,6611.25,17325
2026-03-09 01:00:00,6611.75,6643.75,6608.25,6642.25,28045
2026-03-09 02:00:00,6642.5,6651.75,6629.0,6632.75,26770
2026-03-09 03:00:00,6632.5,6648.5,6624.25,6642.75,28212
2026-03-09 04:00:00,6643.0,6660.5,6633.75,6656.5,57310
2026-03-09 05:00:00,6656.75,6701.5,6649.25,6683.25,60289
2026-03-09 06:00:00,6683.25,6686.25,6661.5,6667.0,39847
2026-03-09 07:00:00,6667.25,6677.5,6660.75,6668.25,33497
2026-03-09 08:00:00,6668.25,6690.75,6661.75,6670.25,46882
