timestamp,open,high,low,close,volume
2026-03-01 18:00:00,6820.0,6838.5,6811.25,6823.5,39878
2026-03-01 18:30:00,6823.25,6827.0,6814.5,6816.75,14238
2026-03-01 19:00:00,6817.0,6825.0,6809.25,6814.0,17981
2026-03-01 19:30:00,6814.25,6831.5,6809.25,6829.75,12624
2026-03-01 20:00:00,6829.5,6857.0,6829.0,6850.0,23179
2026-03-01 20:30:00,6850.0,6857.0,6847.75,6849.75,10651
2026-03-01 21:00:00,6849.75,6853.0,6838.0,6838.75,8890
2026-03-01 21:30:00,6838.75,6847.0,6835.0,6840.0,7599
2026-03-01 22:00:00,6840.25,6843.25,6836.5,6841.25,4791
2026-03-01 22:30:00,6841.5,6842.0,6835.0,6836.75,4227
2026-03-01 23:00:00,6837.0,6840.25,6827.25,6839.25,8863
2026-03-01 23:30:00,6839.5,6844.25,6829.25,6830.5,5892
2026-03-02 00:00:00,6830.5,6833.0,6824.0,6826.5,5316
2026-03-02 00:30:00,6826.75,6830.25,6814.5,6815.25,5685
2026-03-02 01:00:00,6815.25,6820.25,6806.25,6815.5,9372
2026-03-02 01:30:00,6815.75,6816.75,6787.0,6798.5,13517
2026-03-02 02:00:00,6798.5,6801.75,6783.0,6794.5,17190
2026-03-02 02:30:00,6794.25,6799.25,6782.25,6784.5,11822
2026-03-02 03:00:00,6784.75,6790.0,6768.5,6771.25,25920
2026-03-02 03:30:00,6771.25,6800.25,6770.5,6792.25,21758
2026-03-02 04:00:00,6792.0,6817.5,6789.25,6813.5,23855
2026-03-02 04:30:00,6813.5,6817.75,6807.5,6812.5,12502
2026-03-02 05:00:00,6812.25,6826.5,6812.0,6820.25,18051
2026-03-02 05:30:00,6820.25,6826.25,6815.5,6818.75,8915
2026-03-02 06:00:00,6819.0,6821.25,6812.5,6816.75,8430
2026-03-02 06:30:00,6816.75,6831.5,6816.75,6820.0,13921
2026-03-02 07:00:00,6819.5,6824.25,6808.75,6810.25,15660
2026-03-02 07:30:00,6810.5,6816.75,6805.0,6811.25,14828
2026-03-02 08:00:00,6811.25,6833.25,6807.75,6822.5,24041
2026-03-02 08:30:00,6822.75,6824.75,6804.25,6807.5,20021
2026-03-02 09:00:00,6807.75,6813.5,6802.25,6811.0,33873
2026-03-02 09:30:00,6811.25,6858.0,6804.5,6853.75,211760
2026-03-02 10:00:00,6853.75,6877.75,6843.75,6858.5,163706
2026-03-02 10:30:00,6858.5,6872.5,6848.25,6866.0,91988
2026-03-02 11:00:00,6866.0,6880.75,6853.5,6856.5,90124
2026-03-02 11:30:00,6856.25,6894.5,6853.25,6887.0,109921
2026-03-02 12:00:00,6887.0,6896.5,6881.5,6889.5,54866
